0.00;18.72;5.53;512.82;7.41;8.80;0.10;2.94
2.10;21.33;0.03;506.00;9.70;8.71;0.13;3.90
4.90;21.34;0.00;478.18;4.51;8.34;0.06;4.41
7.69;21.35;0.01;464.55;3.55;8.16;0.05;4.66
10.49;21.36;0.01;452.55;3.34;7.99;0.04;4.71
13.28;21.36;0.01;442.73;2.60;7.86;0.03;4.57
16.07;21.38;0.02;434.45;2.27;7.75;0.03;4.24
18.87;21.38;0.02;427.64;1.87;7.66;0.03;3.68
21.66;21.40;0.02;421.55;1.67;7.58;0.02;2.76
24.46;21.42;0.01;416.55;1.37;7.51;0.02;0.44
28.12;21.43;0.01;412.18;1.11;7.45;0.01;0.38
30.04;21.45;0.02;408.27;1.14;7.40;0.02;0.30
32.84;21.46;0.01;405.09;0.79;7.36;0.01;0.25
35.63;21.48;0.02;402.27;1.05;7.32;0.01;0.21
38.43;21.52;0.02;399.82;0.72;7.28;0.01;0.18
41.22;21.57;0.02;397.55;0.50;7.25;0.01;0.16
44.02;21.62;0.01;395.45;0.50;7.23;0.01;0.14
46.81;21.64;0.01;394.09;0.51;7.21;0.01;0.12
49.61;21.67;0.02;392.45;0.50;7.19;0.01;0.10
52.40;21.69;0.01;391.27;0.62;7.17;0.01;0.09
55.19;21.71;0.01;390.09;0.29;7.15;0.00;0.08
57.99;21.72;0.01;389.09;0.29;7.14;0.00;0.07
60.78;21.74;0.01;388.55;0.50;7.13;0.01;0.06
63.58;21.77;0.02;387.64;0.48;7.12;0.01;0.05
66.37;21.77;0.02;386.91;0.29;7.11;0.00;0.05
69.16;21.78;0.02;386.45;0.50;7.10;0.01;0.04
71.96;21.80;0.01;386.00;0.00;7.10;0.00;0.03
74.75;21.80;0.01;385.36;0.48;7.09;0.01;0.03
77.55;21.80;0.01;385.09;0.29;7.09;0.00;0.03
80.34;21.80;0.01;384.91;0.29;7.08;0.00;0.02
83.13;21.81;0.02;384.36;0.48;7.08;0.01;0.02
85.93;21.83;0.02;384.09;0.29;7.07;0.00;0.02
88.72;21.83;0.02;384.09;0.29;7.07;0.00;0.02
91.52;21.84;0.02;384.00;0.00;7.07;0.00;0.01
94.31;21.83;0.02;383.73;0.45;7.07;0.01;0.01
97.10;21.84;0.02;383.55;0.50;7.07;0.01;0.01
99.90;21.85;0.01;383.36;0.48;7.06;0.01;0.01
102.70;21.85;0.01;383.00;0.00;7.06;0.00;0.01
105.49;21.85;0.01;383.00;0.00;7.06;0.00;0.01
108.28;21.85;0.01;383.09;0.29;7.06;0.00;0.01
111.08;21.84;0.02;383.09;0.29;7.06;0.00;0.01
113.87;21.85;0.01;383.00;0.00;7.06;0.00;0.01
116.67;21.84;0.02;382.91;0.29;7.06;0.00;0.00
119.46;21.85;0.00;382.91;0.29;7.06;0.00;0.00
122.25;21.85;0.02;382.73;0.45;7.05;0.01;0.00
125.05;21.85;0.00;382.45;0.50;7.05;0.01;0.00
127.84;21.85;0.01;382.27;0.45;7.05;0.01;0.00
130.64;21.86;0.01;382.27;0.45;7.05;0.01;0.00
133.43;21.85;0.02;382.36;0.48;7.05;0.01;0.00
136.22;21.84;0.02;382.18;0.39;7.05;0.01;0.00
139.46;21.84;0.02;382.09;0.29;7.05;0.00;0.00
141.81;21.83;0.02;382.18;0.39;7.05;0.01;0.00
144.61;21.84;0.02;382.09;0.29;7.05;0.00;0.00
147.40;21.84;0.02;382.09;0.29;7.05;0.00;0.00
150.19;21.85;0.02;382.00;0.00;7.04;0.00;0.00
152.99;21.85;0.02;382.00;0.00;7.04;0.00;0.00
155.78;21.85;0.00;382.00;0.00;7.04;0.00;0.00
158.58;21.84;0.02;382.00;0.00;7.04;0.00;0.00
161.37;21.85;0.01;382.00;0.00;7.04;0.00;0.00
164.16;21.84;0.02;381.91;0.29;7.04;0.00;0.00
